ATTRIB  iColour      = vertex.color;
ATTRIB  iTexCoord    = vertex.texcoord[0];
OUTPUT  oPos         = result.position;
OUTPUT  oColour      = result.color;
OUTPUT  oTexCoord0   = result.texcoord[0];
OUTPUT  oTexCoord1   = result.texcoord[1];
OUTPUT  oFogCoord    = result.fogcoord;
PARAM   fogParams    = program.local[0];
PARAM   waterPlane   = program.local[1];
PARAM   tMatrix[4]   = { state.matrix.texture[0] };
PARAM   pMatrix[4]   = { state.matrix.projection };
PARAM   mvMatrix[4]  = { state.matrix.modelview };
TEMP    viewPos, viewNormal, fogFactor, colour, ndotl;
DP4   viewPos.x, mvMatrix[0], iPos;
DP4   viewPos.y, mvMatrix[1], iPos;
DP4   viewPos.z, mvMatrix[2], iPos;
DP4   viewPos.w, mvMatrix[3], iPos;
SUB   fogFactor.x, -viewPos.z, fogParams.x;
MUL   fogFactor.x, fogFactor.x, 0.001953125;
MAD   fogFactor.y, iTexCoord.z, fogParams.z, fogParams.w;
SUB   fogFactor.z, -viewPos.z, fogParams.y;
MUL   fogFactor.z, fogFactor.z, 0.00390625;
MUL   fogFactor.x, fogFactor.x, fogFactor.y;
MIN   fogFactor, fogFactor, 1;
MAX   fogFactor, fogFactor, 0;
MUL   fogFactor.z, fogFactor.z, iTexCoord.z;
MAD   viewPos.xyz, waterPlane.xyzw, fogFactor.zzzz, viewPos.xyzw;
MAX   oTexCoord1.xyz, fogFactor.xxxx, fogFactor.yyyy;
MOV   oTexCoord1.w, 1;
DP3   viewNormal.x, mvMatrix[0], iNormal;
DP3   viewNormal.y, mvMatrix[1], iNormal;
DP3   viewNormal.z, mvMatrix[2], iNormal;
DP3   ndotl.x, viewNormal, state.light[0].position;
DP3   ndotl.y, viewNormal, state.light[1].position;
MAX   ndotl, ndotl, 0;
MOV   colour, state.lightmodel.ambient;
MAD   colour, state.light[0].diffuse, ndotl.xxxx, colour;
MAD   colour, state.light[1].diffuse, ndotl.yyyy, colour;
MUL   oColour, iColour, colour;
DP4   oPos.x, pMatrix[0], viewPos;
DP4   oPos.y, pMatrix[1], viewPos;
DP4   oPos.z, pMatrix[2], viewPos;
DP4   oPos.w, pMatrix[3], viewPos;
MOV   oFogCoord.x, viewPos.z;
DP3   oTexCoord0.x, tMatrix[0], iTexCoord;
DP3   oTexCoord0.y, tMatrix[1], iTexCoord;
MOV   oTexCoord0.zw, iTexCoord;
END
,!!ARBvp1.0
ATTRIB  iPos         = vertex.position;
ATTRIB  iNormal      = vertex.normal;
ATTRIB  iColour      = vertex.color;
ATTRIB  iTexCoord    = vertex.texcoord[0];
OUTPUT  oPos         = result.position;
OUTPUT  oColour      = result.color;
OUTPUT  oTexCoord0   = result.texcoord[0];
OUTPUT  oTexCoord1   = result.texcoord[1];
OUTPUT  oFogCoord    = result.fogcoord;
PARAM   fogParams    = program.local[0];
PARAM   waterPlane   = program.local[1];
PARAM   pMatrix[4]   = { state.matrix.projection };
PARAM   mvMatrix[4]  = { state.matrix.modelview };
PARAM   texMatrix[4] = { state.matrix.texture[0] };
TEMP    viewPos, viewNormal, fogFactor, depth, colour, ndotl;
DP4   viewPos.x, mvMatrix[0], iPos;
DP4   viewPos.y, mvMatrix[1], iPos;
DP4   viewPos.z, mvMatrix[2], iPos;
DP4   viewPos.w, mvMatrix[3], iPos;
SUB   fogFactor.x, -viewPos.z, fogParams.x;
MUL   fogFactor.x, fogFactor.x, 0.001953125;
DP4   depth, waterPlane, viewPos;
MAD   fogFactor.y, -depth, fogParams.z, fogParams.w;
SUB   fogFactor.z, -viewPos.z, fogParams.y;
MUL   fogFactor.z, fogFactor.z, 0.00390625;
MIN   fogFactor, fogFactor, 1;
MAX   fogFactor, fogFactor, 0;
MUL   fogFactor.z, fogFactor.z, -depth;
MAD   viewPos.xyz, waterPlane.xyzw, fogFactor.zzzz, viewPos.xyzw;
MAX   oTexCoord1.xyz, fogFactor.xxxx, fogFactor.yyyy;
MOV   oTexCoord1.w, 1;
DP3   viewNormal.x, mvMatrix[0], iNormal;
DP3   viewNormal.y, mvMatrix[1], iNormal;
DP3   viewNormal.z, mvMatrix[2], iNormal;
DP3   ndotl.x, viewNormal, state.light[0].position;
DP3   ndotl.y, viewNormal, state.light[1].position;
MAX   ndotl, ndotl, 0;
MOV   colour, state.lightmodel.ambient;
MAD   colour, state.light[0].diffuse, ndotl.xxxx, colour;
MAD   colour, state.light[1].diffuse, ndotl.yyyy, colour;
MUL   oColour, iColour, colour;
DP4   oPos.x, pMatrix[0], viewPos;
DP4   oPos.y, pMatrix[1], viewPos;
DP4   oPos.z, pMatrix[2], viewPos;
DP4   oPos.w, pMatrix[3], viewPos;
MOV   oFogCoord.x, viewPos.z;
DP4   oTexCoord0.x, texMatrix[0], iTexCoord;
DP4   oTexCoord0.y, texMatrix[1], iTexCoord;
DP4   oTexCoord0.z, texMatrix[2], iTexCoord;
MOV   oTexCoord0.w, 1;
END
,!!ARBvp1.0
ATTRIB  iPos         = vertex.position;
ATTRIB  iColour      = vertex.color;
ATTRIB  iTexCoord    = vertex.texcoord[0];
OUTPUT  oPos         = result.position;
OUTPUT  oColour      = result.color;
OUTPUT  oTexCoord0   = result.texcoord[0];
OUTPUT  oTexCoord1   = result.texcoord[1];
OUTPUT  oFogCoord    = result.fogcoord;
PARAM   fogParams    = program.local[0];
PARAM   waterPlane   = program.local[1];
PARAM   tMatrix[4]   = { state.matrix.texture[0] };
PARAM   pMatrix[4]   = { state.matrix.projection };
PARAM   mvMatrix[4]  = { state.matrix.modelview };
TEMP    viewPos, fogFactor;
DP4   viewPos.x, mvMatrix[0], iPos;
DP4   viewPos.y, mvMatrix[1], iPos;
DP4   viewPos.z, mvMatrix[2], iPos;
DP4   viewPos.w, mvMatrix[3], iPos;
SUB   fogFactor.x, -viewPos.z, fogParams.x;
MUL   fogFactor.x, fogFactor.x, 0.001953125;
MAD   fogFactor.y, iTexCoord.z, fogParams.z, fogParams.w;
SUB   fogFactor.z, -viewPos.z, fogParams.y;
MUL   fogFactor.z, fogFactor.z, 0.00390625;
MUL   fogFactor.x, fogFactor.x, fogFactor.y;
MIN   fogFactor, fogFactor, 1;
MAX   fogFactor, fogFactor, 0;
MUL   fogFactor.z, fogFactor.z, iTexCoord.z;
MAD   viewPos.xyz, waterPlane.xyzw, fogFactor.zzzz, viewPos.xyzw;
MAX   oTexCoord1.xyz, fogFactor.xxxx, fogFactor.yyyy;
MOV   oTexCoord1.w, 1;
MOV   oColour, iColour;
DP4   oPos.x, pMatrix[0], viewPos;
DP4   oPos.y, pMatrix[1], viewPos;
DP4   oPos.z, pMatrix[2], viewPos;
DP4   oPos.w, pMatrix[3], viewPos;
MOV   oFogCoord.x, viewPos.z;
DP3   oTexCoord0.x, tMatrix[0], iTexCoord;
DP3   oTexCoord0.y, tMatrix[1], iTexCoord;
MOV   oTexCoord0.zw, iTexCoord;
END
,!!ARBvp1.0
ATTRIB  iPos         = vertex.position;
ATTRIB  iColour      = vertex.color;
ATTRIB  iTexCoord    = vertex.texcoord[0];
OUTPUT  oPos         = result.position;
OUTPUT  oColour      = result.color;
OUTPUT  oTexCoord0   = result.texcoord[0];
OUTPUT  oTexCoord1   = result.texcoord[1];
OUTPUT  oFogCoord    = result.fogcoord;
PARAM   fogParams    = program.local[0];
PARAM   waterPlane   = program.local[1];
PARAM   pMatrix[4]   = { state.matrix.projection };
PARAM   mvMatrix[4]  = { state.matrix.modelview };
PARAM   texMatrix[4] = { state.matrix.texture[0] };
TEMP    viewPos, fogFactor, depth;
DP4   viewPos.x, mvMatrix[0], iPos;
DP4   viewPos.y, mvMatrix[1], iPos;
DP4   viewPos.z, mvMatrix[2], iPos;
DP4   viewPos.w, mvMatrix[3], iPos;
SUB   fogFactor.x, -viewPos.z, fogParams.x;
MUL   fogFactor.x, fogFactor.x, 0.001953125;
DP4   depth, waterPlane, viewPos;
MAD   fogFactor.y, -depth, fogParams.z, fogParams.w;
SUB   fogFactor.z, -viewPos.z, fogParams.y;
MUL   fogFactor.z, fogFactor.z, 0.00390625;
MIN   fogFactor, fogFactor, 1;
MAX   fogFactor, fogFactor, 0;
MUL   fogFactor.z, fogFactor.z, -depth;
MAD   viewPos.xyz, waterPlane.xyzw, fogFactor.zzzz, viewPos.xyzw;
MAX   oTexCoord1.xyz, fogFactor.xxxx, fogFactor.yyyy;
MOV   oTexCoord1.w, 1;
MOV   oColour, iColour;
DP4   oPos.x, pMatrix[0], viewPos;
DP4   oPos.y, pMatrix[1], viewPos;
DP4   oPos.z, pMatrix[2], viewPos;
DP4   oPos.w, pMatrix[3], viewPos;
MOV   oFogCoord.x, viewPos.z;
DP4   oTexCoord0.x, texMatrix[0], iTexCoord;
DP4   oTexCoord0.y, texMatrix[1], iTexCoord;
DP4   oTexCoord0.z, texMatrix[2], iTexCoord;
MOV   oTexCoord0.w, 1;
END

Class206	PlayerEntity	0.794771	
Class272_Sub2	com/jagex/core/io/socket/ProxySocketFactory	0.794122	supportsPreemptiveAuthorization,proxy-authenticate: ,java.net.useSystemProxies,https,http,getProxyAuth
Class181	com/jagex/game/runetek6/config/npctype/NPCType	0.793783	null
Class248	rs2/client/clan/settings/ClanSettings	0.792577	null
Class376	com/jagex/game/runetek6/config/hitmarktype/HitmarkType	0.791793	
Class202	rs2/client/clan/settings/ClanSettings	0.790094	null
Class285	Class72	0.789706	ARGH!
Class318_Sub1_Sub3_Sub5	com/jagex/game/runetek6/config/objtype/ObjType	0.789660	null
Class348_Sub13	ServerConnectionReader	0.787217	null
Class31	com/jagex/game/runetek6/config/hitmarktype/HitmarkType	0.785055	%1,
Class368	com/jagex/game/runetek6/config/npctype/NPCType	0.781216	null
Class169	Class406	0.780544	
Class235	com/jagex/game/runetek6/config/npctype/NPCType	0.780382	null
Class314_Sub1	rs2/client/clan/settings/ClanSettings	0.778923	null,
Class307	ServerConnectionReader	0.777352	null
Class363	MainLogicManager	0.776148	
Class186	MainLogicManager	0.774341	
Class286_Sub9	PlayerList	0.774303	s:lr
Class377	GlxToolkit	0.773478	GL_ARB_texture_non_power_of_two,radeon,nvidia,mesa,intel,hd
Class318_Sub1_Sub5_Sub1	rs2/client/clan/settings/ClanSettings	0.773307	null
Class279	com/jagex/game/runetek6/config/npctype/NPCType	0.772676	null
Class167	com/jagex/game/runetek6/config/npctype/NPCType	0.771507	null
Class90	NPCList	0.770881	
Class348_Sub40_Sub12	Node_Sub1_Sub14	0.770808	Invalid gradient preset
Class318_Sub1_Sub3_Sub1	rs2/client/clan/settings/ClanSettings	0.770756	null
Class311	rs2/client/clan/settings/ClanSettings	0.770544	null
Class324	com/jagex/graphics/Font	0.769270	u=,u,str=,str,shad=-1,shad=
Class34	com/jagex/game/runetek6/config/npctype/NPCType	0.766372	null
Class356	rs2/client/clan/settings/ClanSettings	0.765861	null
Class77	NPCList	0.765282	
Class348_Sub40_Sub18	PlayerList	0.764898	nsn3,nsn2,nsn1,nsn0
Class52	LoginManager	0.764708	10001
Class318_Sub1_Sub4_Sub1	rs2/client/clan/settings/ClanSettings	0.764650	null
Class348_Sub16_Sub2	rs2/client/clan/settings/ClanSettings	0.764240	null
Class70	MainLogicManager	0.763119	
s_Sub3	InterfaceManager	0.762431	null
s_Sub2	InterfaceManager	0.762375	null
Npc	com/jagex/game/runetek6/config/objtype/ObjType	0.761455	null
Class55	Video	0.761369	kate,Failed to load jagtheora library,jagtheora,
Class49	rs2/client/clan/settings/ClanSettings	0.760964	null
Class318_Sub1_Sub1_Sub2	rs2/client/clan/settings/ClanSettings	0.760100	null
Class318_Sub7	rs2/client/clan/settings/ClanSettings	0.759274	null
Class186_Sub1	Class51	0.759109	
Class244	rs2/client/clan/settings/ClanSettings	0.758998	null
Class105_Sub1	com/jagex/game/runetek6/config/objtype/ObjType	0.758945	null
Class239_Sub16	com/jagex/game/runetek6/config/enumtype/EnumType	0.757949	null
Class348_Sub5	ScriptRunner	0.757934	null
Class32	rs2/client/clan/settings/ClanSettings	0.757144	null
Class174	com/jagex/game/runetek6/config/npctype/NPCType	0.757059	null
Class372	com/jagex/game/runetek6/config/enumtype/EnumType	0.757058	null
Class190	com/jagex/game/runetek6/config/npctype/NPCType	0.756452	null
Class89	ServerConnectionReader	0.755379	null
Class143	com/jagex/graphics/FontMetrics	0.755360	times,shy,reg,nbsp,lt,img=
Class117	com/jagex/game/runetek6/config/enumtype/EnumType	0.754559	null
Class182	NPCList	0.754313	
Class352	com/jagex/game/runetek6/config/enumtype/EnumType	0.753830	null
Class318_Sub1_Sub3_Sub3	com/jagex/game/runetek6/config/loctype/LocType	0.752950	null
Class318_Sub1_Sub3_Sub4	InterfaceManager	0.752907	null
Class101_Sub3	rs2/client/clan/settings/ClanSettings	0.752207	null
Class340	com/jagex/game/runetek6/config/enumtype/EnumType	0.751984	null
Class64_Sub3	InterfaceManager	0.751432	null,
Class101_Sub2	com/jagex/game/runetek6/config/objtype/ObjType	0.751065	null
Class362	ServerConnectionReader	0.750379	null
Class45	InterfaceManager	0.749888	null,
Class112	com/jagex/game/runetek6/config/enumtype/EnumType	0.749882	null
Class105_Sub2	rs2/client/clan/settings/ClanSettings	0.749502	null
Class322	com/jagex/graphics/MonochromeImageCache	0.748266	Can only retrieve a full image cache
Class291	rs2/client/clan/settings/ClanSettings	0.748194	null
Class193	ScriptRunner	0.747728	null
Class326	com/jagex/game/runetek6/config/enumtype/EnumType	0.746859	null
Class233	com/jagex/game/runetek6/config/npctype/NPCType	0.746675	null
Class318_Sub1_Sub1_Sub1	rs2/client/clan/settings/ClanSettings	0.746353	null,
Class239_Sub17	debugconsole	0.746241	
Class348_Sub42_Sub17	com/jagex/game/runetek6/config/enumtype/EnumType	0.746186	null
Class46	rs2/client/clan/settings/ClanSettings	0.745593	null,
Class318_Sub1_Sub4_Sub2	com/jagex/game/runetek6/config/loctype/LocType	0.745591	null
Class245	ServerConnectionReader	0.744966	null
Class107	com/jagex/game/runetek6/config/enumtype/EnumType	0.744799	null
Class64_Sub2	com/jagex/game/runetek6/config/loctype/LocType	0.744602	null
Class5	com/jagex/game/runetek6/config/enumtype/EnumType	0.744159	null
Class111	com/jagex/game/runetek6/config/enumtype/EnumType	0.743917	null
Class318_Sub1_Sub3_Sub2	rs2/client/clan/settings/ClanSettings	0.743626	null
Class348_Sub42_Sub5	ServerConnectionReader	0.743432	null
Class64	InterfaceManager	0.742832	null
Class262	com/jagex/game/runetek6/config/objtype/ObjType	0.742815	null
Class331	com/jagex/core/util/TimeUtils	0.742606	Sep,Oct,Nov,May,Mar,Jun
Class101	ScriptRunner	0.740899	null
Class268	ScriptRunner	0.739756	null
Class110	com/jagex/game/runetek6/config/enumtype/EnumType	0.739305	null
InputStream_Sub2	ServerConnectionReader	0.739183	null
Class135	com/jagex/game/runetek6/config/enumtype/EnumType	0.739097	null
Class217	com/jagex/game/runetek6/config/enumtype/EnumType	0.738758	null
Class255	rs2/client/clan/settings/ClanSettings	0.737877	null
Class99	ServerConnectionReader	0.737866	null
Class150	com/jagex/game/runetek6/config/enumtype/EnumType	0.737593	null
Class194	com/jagex/game/runetek6/config/enumtype/EnumType	0.736624	null
Class348_Sub40_Sub32	ScriptRunner	0.736247	null,
Class68	com/jagex/core/constants/ModeWhere	0.735921	LIVE
Class280	com/jagex/game/runetek6/config/npctype/NPCType	0.735827	null
Class139	NPCList	0.735480	gnpov1
Class195	rs2/client/clan/settings/ClanSettings	0.735468	null,
Class237	InterfaceManager	0.735085	null
Class226	com/jagex/game/runetek6/config/enumtype/EnumType	0.734284	null
Class348_Sub32	rs2/client/clan/settings/ClanSettings	0.734273	null
Class319	com/jagex/game/runetek6/config/enumtype/EnumType	0.733686	null
Class267	ScriptRunner	0.733020	null
Class97	InterfaceManager	0.732479	null
Class87	com/jagex/game/runetek6/config/enumtype/EnumType	0.732456	null
Class136	com/jagex/game/runetek6/config/enumtype/EnumType	0.732157	null
Class59	InterfaceManager	0.731397	null,
Class232	com/jagex/game/runetek6/config/npctype/NPCType	0.731059	null
Class348_Sub9	InterfaceManager	0.730766	null,
Class348_Sub42_Sub20	rs2/client/clan/settings/ClanSettings	0.730458	null
Class278	rs2/client/clan/settings/ClanSettings	0.730113	null
Class130	rs2/client/loading/library/LibraryManager	0.729716	
Class154	com/jagex/game/runetek6/config/npctype/NPCType	0.729599	null
Class14	InterfaceManager	0.729118	null,
Class299_Sub2_Sub1	ServerConnectionReader	0.729091	null
Class348_Sub40_Sub30	com/jagex/game/runetek6/config/npctype/NPCType	0.729064	null
Class318_Sub1	InterfaceManager	0.729049	null
Class116	Static218	0.728040	EOF,2
Class240	rs2/client/clan/settings/ClanSettings	0.727565	null
Class348_Sub42_Sub2	ScriptRunner	0.727510	null
Class84	InterfaceManager	0.727122	null
Class348_Sub42_Sub3	ScriptRunner	0.726832	null
Class348_Sub38	rs2/client/clan/settings/ClanSettings	0.726588	null
Class355	com/jagex/game/runetek6/config/enumtype/EnumType	0.726572	null
Class187	com/jagex/game/runetek6/config/enumtype/EnumType	0.726519	null
Class166	com/jagex/game/runetek6/config/enumtype/EnumType	0.726234	null
Class239	ScriptRunner	0.726023	null
Class153	com/jagex/game/runetek6/config/enumtype/EnumType	0.725964	null
Class271	com/jagex/game/runetek6/config/enumtype/EnumType	0.725404	null
Class230	com/jagex/game/runetek6/config/enumtype/EnumType	0.725129	null
Class5_Sub3	com/jagex/game/runetek6/config/enumtype/EnumType	0.725103	null
Class318_Sub2	ServerConnectionReader	0.725038	null
Class82	debugconsole	0.724977	zoom ,wm3 succeeded,wm3 failed,wm3,wm2 succeeded,wm2 failed
Class318_Sub4	ServerConnectionReader	0.724369	null
Class367_Sub4	ScriptRunner	0.724347	null
Class348_Sub42_Sub8	debugconsole	0.724331	
Class5_Sub2	debugconsole	0.723925	
Class286_Sub7	ScriptRunner	0.723886	null
Class104	com/jagex/game/runetek6/config/npctype/NPCType	0.723445	null
Class348_Sub47	ScriptRunner	0.723156	null
Class348_Sub42_Sub11	debugconsole	0.723141	 
Class308	com/jagex/game/runetek6/config/enumtype/EnumType	0.722844	null
Class178	ScriptRunner	0.722798	null
Class259	com/jagex/game/runetek6/config/enumtype/EnumType	0.722667	null
Class219	com/jagex/game/runetek6/config/enumtype/EnumType	0.721850	null
Class237_Sub1	InterfaceManager	0.721359	null,
Class263	ScriptRunner	0.721062	null
Class239_Sub11	LoadingManager	0.721015	sw3d,jagmisc,hw3d,huffman,details,jaggl
Class65	com/jagex/game/runetek6/config/enumtype/EnumType	0.721002	null
Class348_Sub40_Sub26	ServerConnectionReader	0.718882	null
Class157	MainLogicManager	0.718378	
Class239_Sub1	com/jagex/game/runetek6/config/enumtype/EnumType	0.717994	null
Class66	ScriptRunner	0.717732	v: ,slow,op: ,null char,event_opbase,bad command
Class56	ScriptRunner	0.717522	null
Class286_Sub4	Class101_Sub7	0.716166	waveIntensity,waveExponent,varying vec3 wvVertex;
varying float waterDepth;
uniform vec3 sunDir;
uniform vec4 sunColour;
uniform float sunExponent;
uniform vec2 waveIntensity;
uniform float waveExponent;
uniform float breakWaterDepth;
uniform float breakWaterOffset;
uniform sampler3D normalSampler;
uniform samplerCube envMapSampler;
void main() {
vec4 wnNormal = texture3D(normalSampler, gl_TexCoord[0].xyz).rbga;
wnNormal.xyz = 2.0*wnNormal.xyz-1.0;
vec3 wnVector = normalize(wvVertex);
vec3 wnReflection = reflect(wnVector, wnNormal.xyz);
vec3 envColour = textureCube(envMapSampler, wnReflection).rgb;
vec4 specularColour = sunColour*pow(clamp(-dot(sunDir, wnReflection), 0.0, 1.0), sunExponent);
float shoreFactor = clamp(waterDepth/breakWaterDepth-breakWaterOffset*wnNormal.w, 0.0, 1.0);
float waveFactor = pow(1.0-shoreFactor, waveExponent)-0.5;
waveFactor = -4.0*waveFactor*waveFactor+1.0;
float ndote = dot(wnVector, wnNormal.xyz);
float fresnel = pow(1.0-abs(ndote), 1.0);
vec4 surfaceColour = mix(vec4(envColour, fresnel*shoreFactor), (waveIntensity.x*wnNormal.wwww)+waveIntensity.y, waveFactor)+specularColour*shoreFactor;
gl_FragColor = vec4(mix(surfaceColour.rgb, gl_Fog.color.rgb, gl_FogFragCoord), surfaceColour.a);
}
,uniform float time;
uniform float scale;
varying vec3 wvVertex;
varying float waterDepth;
void main() {
waterDepth = gl_MultiTexCoord0.z;
vec4 ecVertex = gl_ModelViewMatrix*gl_Vertex;
wvVertex.x = dot(gl_NormalMatrix[0], ecVertex.xyz);
wvVertex.y = dot(gl_NormalMatrix[1], ecVertex.xyz);
wvVertex.z = dot(gl_NormalMatrix[2], ecVertex.xyz);
gl_TexCoord[0].x = dot(gl_TextureMatrix[0][0], gl_MultiTexCoord0)*scale;
gl_TexCoord[0].y = dot(gl_TextureMatrix[0][1], gl_MultiTexCoord0)*scale;
gl_TexCoord[0].z = time;
gl_TexCoord[0].w = 1.0;
gl_FogFragCoord = 1.0-clamp((gl_Fog.end+ecVertex.z)*gl_Fog.scale, 0.0, 1.0);
gl_Position = ftransform();
}
,time,sunExponent
Class59_Sub2_Sub1	InterfaceManager	0.716055	null
Class348_Sub43	MiniMenu	0.715827	<col=ffffff>,
Class348_Sub23_Sub4	com/jagex/game/runetek6/sound/OggKateStream	0.715325	SUB
IOException_Sub1	ServerConnectionReader	0.715241	null
Class367_Sub9	Class26_Sub3	0.713867	environment_mapped_water_v,environment_mapped_water_f,time,sunExponent,sunDir,sunColour
Class348_Sub42_Sub9_Sub1	com/jagex/game/runetek6/config/enumtype/EnumType	0.713584	null
Class151	ServerConnectionReader	0.713506	null
Class132	ScriptRunner	0.713438	null,
Class135_Sub1	ScriptRunner	0.713426	null
Class318_Sub1_Sub5	ScriptRunner	0.713373	null
Class330	com/jagex/game/runetek6/config/npctype/NPCType	0.713366	null
Class348_Sub42_Sub6	Static363	0.713310	pause
Class348_Sub40_Sub37	ServerConnectionReader	0.713274	null
za_Sub2	com/jagex/game/runetek6/config/enumtype/EnumType	0.712780	null
Class39	com/jagex/game/runetek6/config/enumtype/EnumType	0.712136	null
Class348_Sub40_Sub23	InterfaceManager	0.712114	null
Class348	ServerConnectionReader	0.711755	null
Class242	com/jagex/game/runetek6/config/enumtype/EnumType	0.711646	null
Class2	com/jagex/game/runetek6/config/enumtype/EnumType	0.711259	null
Class28	ScriptRunner	0.711140	null
Class59_Sub1_Sub2	NPCList	0.710981	
InputStream_Sub1	com/jagex/core/crypto/Whirlpool	0.710620	ᠣ웨螸ŏ㚦틵祯酒悼鮎ꌌ笵ᷠퟂ⹋﹗ᕷ㟥鿰䫚壉⤊놠殅뵝ჴ쬾է䆋Ᵹ闘ﯮ籦���䞞쨭뼇굚茳挂ꩱ젙䧙守騦㊰햀뻍㑈ｺ遟⁨᪮둔錢擱猒䀈쏬���贽需켫皂혛떯橐䗳ワ㽕ꋪ斺⿀���﵍鉵ڊ닦ฟ拔ꢖ暈╙葲㥌幸㢌톥댡鰞䏇ﰄ写洍﫟縤㮫츑轎럫㲁铷뤓ⳓ쐃噄義⪻셓���鵬ㅴ겉ᓡᘺ椉炶탭챂颤⡜
Class239_Sub3	ScriptRunner	0.710027	null
Class327	com/jagex/trigger/ClientTriggerType	0.709824	
Class33	com/jagex/game/runetek6/config/enumtype/EnumType	0.709663	null
Class69	ScriptRunner	0.708116	null
Class348_Sub42_Sub16_Sub2	com/jagex/game/runetek6/config/enumtype/EnumType	0.708052	null
Class25	com/jagex/game/runetek6/config/enumtype/EnumType	0.707968	null
Class348_Sub40_Sub15	com/jagex/game/runetek6/config/enumtype/EnumType	0.707706	null
Class348_Sub12	Loading	0.707673	
Class125	ServerConnectionReader	0.707398	null
Class258_Sub1	ServerConnectionReader	0.707344	null
Class309	ScriptRunner	0.707096	null
Class361	rs2/client/clan/settings/ClanSettings	0.707062	null
Class346	com/jagex/game/runetek6/config/enumtype/EnumType	0.706926	null
Class261	ServerConnectionReader	0.706471	null
Class38	Static668	0.706282	pause,
Class272	ServerConnectionReader	0.706256	null
Class348_Sub14	ServerConnectionReader	0.706109	null
Class348_Sub17	com/jagex/game/runetek6/config/npctype/NPCType	0.705876	null
Class296	ServerConnectionReader	0.705189	null
Class137	ServerConnectionReader	0.704968	null
Class183	rs2/client/clan/settings/ClanSettings	0.704438	null,
Class353	ServerConnectionReader	0.704369	null,
Class306	ServerConnectionReader	0.704099	null
Class258_Sub3	rs2/client/clan/settings/ClanSettings	0.703496	null,
Class223	com/jagex/game/runetek6/config/enumtype/EnumType	0.703446	null
Class295	ScriptRunner	0.703438	null
Class258_Sub2	com/jagex/game/runetek6/config/enumtype/EnumType	0.703014	null
Class22	com/jagex/game/runetek6/config/npctype/NPCType	0.702648	null
Class127	rs2/client/clan/settings/ClanSettings	0.702181	null
aa_Sub2	ScriptRunner	0.701310	null
Class14_Sub1	com/jagex/game/runetek6/config/loctype/LocType	0.700847	null
