current_name,recommended_name,current_params,recommended_params,confidence,notes
method3738,setActiveTextureStage,"i: Int, i_34_: Int","unused: Int, stage: Int",medium,"glActiveTexture(GL_TEXTURE0+stage) when stage changes; nulls aGlTextureArray7828 when unused!=-15039."
method3739,createBufferFromNative,"i: Int, buffer: Buffer?, bool: Boolean, i_35_: Int, i_36_: Int","tag: Int, buffer: Buffer?, dynamic: Boolean, size: Int, count: Int",medium,"GL-only factory used by OpenGlTerrainTile.YA/finalizeTileBake (tag=8448 => 'uploadVertexBuffer' role): returns GlArrayBufferObject (VBO) or NativeIndexBuffer wrapping the raw buffer."
method3740,bindRenderModePerspective,i: Int,tag: Int,medium,"Private. Switches active matrix mode to perspective (anInt7865=2) via method3730 and method3754, clearing state-cache bits."
method3644,isFeatureFSupported,none,none,high,"Overrides Renderer.method3644 (matches NativeRenderer.method3644). Stub returning true."
method3741,getEnvironmentCubeMap,i: Int,tag: Int,medium,"Returns aClass299_Sub1_7769's cube-map handle via method2256 if set - GL sibling of NativeRenderer's method3834."
HA,projectToScreenClamped,"i: Int, i_37_: Int, i_38_: Int, i_39_: Int, `is`: IntArray?","x: Int, y: Int, z: Int, divisor: Int, out: IntArray?",medium,"Overrides Renderer.HA (matches NativeRenderer.HA). Same near/far/viewport-clamped projection math as da/H, dividing by `divisor`."
EA,updateSpriteRegion,"i: Int, i_42_: Int, i_43_: Int, i_44_: Int","tag: Int, x: Int, width: Int, height: Int",high,"Overrides Renderer.EA (matches NativeRenderer.EA). Requires an active region (throws if aBoolean7846 false), updates region fields, refreshes minimap clip state if aBoolean7859 set."
method3742,bindRenderModeOrtho,i: Int,tag: Int,medium,"Private. Switches active matrix mode to orthographic screen-space (anInt7865=3) via method3747 and method3754."
method3655,isFeatureESupported,none,none,high,"Overrides Renderer.method3655 (matches NativeRenderer.method3655). Stub returning true."
method3744,setFogDistanceParams,"f: Float, i: Int, f_45_: Float","near: Float, tag: Int, far: Float",medium,"Stores near/far into aFloat7786/aFloat7857 and recomputes fog uniforms via method3803. Decoy write when tag!=770."
method3745,recomputeCanvasDimensions,i: Byte,tag: Byte,medium,"Private canvas-resize handler (GL counterpart to NativeRenderer's method3917). Re-reads aCanvas7575's AWT size; when tag>61 propagates into the active render-target size, rebuilds the perspective matrix (method3755) and resets clip bounds (la)."
method3746,bindMinimapTexture,"bool: Boolean, i: Int, bool_46_: Boolean, i_47_: Int","forceRebind: Boolean, materialId: Int, useScroll: Boolean, tag: Int",low,"Resolves/binds the minimap ground texture and applies UV-scroll (method3799) from material scroll bytes; updates aMinimapRenderer_7707's clip/texture state. Decoy call KA(...) when tag<=111."
method3747,buildOrthoMatrix,i: Byte,tag: Byte,medium,"Private. Builds an orthographic GL_PROJECTION matrix (glOrtho) from viewport/render fields, identity fallback when degenerate."
method3627,isBloomEffectActive,none,none,high,"Overrides Renderer.method3627. Returns true when GlBloomEffect exists and (scale<=1 or framebuffer-multisample+blit supported)."
method3748,setStencilTestEnabled,"i: Int, bool: Boolean","tag: Int, isEnabled: Boolean",medium,"Toggles aBoolean7759 and calls method3795 plus clears state-cache bits when changed."
K,getClipBounds,`is`: IntArray?,out: IntArray?,high,"Overrides Renderer.K (matches NativeRenderer.K). Fills out[0..3] from anInt7868/anInt7787/anInt7855/anInt7773."
Q,drawScreenshotOverlayQuad,"i: Int, i_57_: Int, i_58_: Int, i_59_: Int, i_60_: Int, i_61_: Int, `is`: ByteArray?, i_62_: Int, i_63_: Int","x: Int, y: Int, width: Int, height: Int, color: Int, tickMask: Int, pixels: ByteArray?, unused: Int, tag: Int",low,"Overrides Renderer.Q (a no-op stub in NativeRenderer; real logic here). Uploads/updates a cached texture from raw `pixels` and draws it as a screen-aligned textured quad - looks like a raw-pixel raster blit (e.g. screenshot/loading splash)."
method3684,renderAllGroundDecorNodes,nodeDequeHolder: NodeDequeHolder,nodeDequeHolder: NodeDequeHolder,high,"Overrides Renderer.method3684 (matches NativeRenderer.method3684). Delegates to aParticleSortRenderer_7711.method1651 with an implicit tag."
method3749,setTexGenScrollOffset,"f: Float, f_69_: Float, f_70_: Float, i: Byte, f_71_: Float","u: Float, v: Float, w: Float, tag: Byte, q: Float",medium,"Uploads a 4-float GL_TEXTURE_ENV_COLOR-style constant via glTexEnvfv. Decoy call to method3769 when tag<=45."
method3638,setActiveCameraTransform,abstractCameraTransform: AbstractCameraTransform?,cameraTransform: AbstractCameraTransform?,high,"Overrides Renderer.method3638 (matches NativeRenderer.method3638). Copies into the primary camera transform, derives two dependent transforms, rebuilds modelview (method3754) unless already identity mode."
method3750,bindArrayBuffer,"i: Int, byteBufferReader: ByteBufferReader?","unused: Int, buffer: ByteBufferReader?",high,"Binds `buffer`'s GL_ARRAY_BUFFER id if changed from the cached anByteBufferReader_7852 - used before glVertexPointer/glColorPointer/etc in method3794."
method3676,drawColoredTriangle,"i: Int, i_72_: Int, i_73_: Int, i_74_: Int, i_75_: Int, i_76_: Int, i_77_: Int, i_78_: Int, i_79_: Int, i_80_: Int, i_81_: Int, i_82_: Int, i_83_: Int","x0: Int, y0: Int, z0: Int, x1: Int, y1: Int, z1: Int, x2: Int, y2: Int, z2: Int, color0: Int, color1: Int, color2: Int, tag: Int",medium,"Overrides Renderer.method3676 (a no-op stub in NativeRenderer; real logic here). Draws a single flat GL_TRIANGLES(4) primitive with per-vertex colors."
method3672,swapOrBlitFrameBuffer,none,none,medium,"Overrides Renderer.method3672. Ends the current staged framebuffer render target: blits via EXT_framebuffer_object or pbuffer path, restores canvas size and resets viewport/clip."
method3751,pushStagedInitializer,"stagedInitializer: StagedInitializer?, i: Int","stagedInitializer: StagedInitializer?, unused: Int",medium,"Pushes onto a 4-deep staged-initializer stack (anStagedInitializerArray7737), pausing the previous top (method50) and resuming the new one (method47). Sibling stacks: method3770/3773/3805 (a second stack), method3782 (a third)."
method3752,setDepthTestEnabled,"i: Int, bool: Boolean","tag: Int, isEnabled: Boolean",medium,"Toggles GL_DEPTH_TEST(2929) from isEnabled when changed, clears state-cache bits. Decoy call to method3765 when tag<=106."
method3686,createTexturedFont,"fontDefinition: FontDefinition?, spriteImages: Array<SpriteImage>?, bool: Boolean","fontDefinition: FontDefinition?, glyphImages: Array<SpriteImage>?, tag: Boolean",high,"Overrides Renderer.method3686 (matches NativeRenderer.method3686). Factory: returns new GlFontDisplayList(this, fontDefinition, glyphImages, tag)."
aa,drawGroundOverlayQuad,"i: Int, i_85_: Int, i_86_: Int, i_87_: Int, i_88_: Int, i_89_: Int","x: Int, y: Int, width: Int, height: Int, color: Int, tag: Int",high,"Overrides Renderer.aa (matches NativeRenderer.aa). Draws a flat-colored screen-aligned GL_POLYGON(7) quad, temporarily disabling GL_MULTISAMPLE if aBoolean7843."
ZA,setSunLighting,"i: Int, f: Float, f_93_: Float, f_94_: Float, f_95_: Float, f_96_: Float","colorArgb: Int, ambient: Float, contrast: Float, dirX: Float, dirY: Float, dirZ: Float",high,"Overrides Renderer.ZA (matches NativeRenderer.ZA). Recomputes unpacked-RGB floats, normalizes light direction, uploads GL_LIGHT0/1 uniforms (method3796), recomputes shadow-projection scale fields (anInt7772/anInt7777)."
method3679,combineFlags,"i: Int, i_98_: Int","a: Int, b: Int",high,"Overrides Renderer.method3679 (matches NativeRenderer.method3679). Trivial bitwise OR."
GA,clearColorBuffer,i: Int,colorArgb: Int,high,"Overrides Renderer.GA. Binds render-mode 0 (method3753), glClearColor from unpacked ARGB, glClear(GL_COLOR_BUFFER_BIT)."
method3650,onTerrainTileCreated,i: Int,tag: Int,high,"Overrides Renderer.method3650 (matches NativeRenderer.method3650). No-op besides a call counter."
method3753,setLightingProfile,"i: Int, i_103_: Int","profileId: Int, unused: Int",medium,"Dispatches on profileId (1/2/128/else) to a (colorMask,depthTest,blendFunc) triple - same 4-way shape as NativeRenderer's method3817/setLightingProfile, here using raw GL blend constants (770/771 alpha-blend, 1/1 additive, 774/1 saturate)."
method3754,uploadModelviewMatrix,i: Byte,tag: Byte,medium,"Private. When tag>77: glLoadIdentity + glMultMatrixf(secondary camera transform), refreshes minimap clip, recomputes GL_LIGHT uniforms (method3796) and fog color (method3783)."
method3755,invalidatePerspectiveMatrixMode,i: Int,tag: Int,medium,"Private. Resets the active-matrix-mode cache (anInt7865=0) and clears state-cache bits when not already 0; increments a counter only when tag==-32."
method3756,drawArraysPrimitive,"i: Int, i_106_: Int, i_107_: Int, i_108_: Int","count: Int, mode: Int, first: Int, unused: Int",medium,"Thin wrapper around glDrawArrays(mode, first, count). Decoy field write when unused<=32."
U,drawLineSegmentByLength,"i: Int, i_109_: Int, i_110_: Int, i_111_: Int, i_112_: Int","x0: Int, y0: Int, length: Int, color: Int, tag: Int",high,"Overrides Renderer.U (matches NativeRenderer.U/drawLineSegmentByLength). Draws a 2-vertex GL_LINES(1) segment from (x0,y0) to (x0+length,y0)."
method3696,setMaterialCacheSize,i: Int,size: Int,high,"Overrides Renderer.method3696 (matches NativeRenderer.method3696). Validates size in [128,1024], invalidates the material texture cache."
xa,setAmbientLight,f: Float,ambient: Float,high,"Overrides Renderer.xa (matches NativeRenderer.xa). Updates aFloat7768, recomputes GL_LIGHT_MODEL_AMBIENT (method3787) when changed."
method3757,bindRenderModeWithFlush,"i: Int, i_114_: Int","tag: Int, unused: Int",medium,"Wrapper: calls method3801(true, tag, -104), then conditionally method3768 when unused>-43 (true at essentially every call site)."
method3758,pushMatrixMultiplied,"bool: Boolean, class101_sub3: ProjectionCameraTransform?","present: Boolean, cameraTransform: ProjectionCameraTransform?",medium,"glPushMatrix(); optional call to method3650/onTerrainTileCreated(51) when present; glMultMatrixf(cameraTransform's matrix) - saves GL matrix state before applying an extra camera transform."
method3683,createBoundedAnimatedModelRenderer,"i: Int, i_115_: Int, i_116_: Int, i_117_: Int, bool: Boolean","tag: Int, x: Int, width: Int, height: Int, hasAlpha: Boolean",high,"Overrides Renderer.method3683 (matches NativeRenderer.method3683). Factory: returns new GlSpriteRenderer(this, tag, x, width, height)."
method3759,drawIndexedGeometry,"i: Int, i_118_: Int, i_119_: Int, byteArrayCodec: ByteArrayCodec?, i_120_: Int","count: Int, unused: Int, mode: Int, indexBuffer: ByteArrayCodec?, byteOffset: Int",medium,"Binds `indexBuffer` (method3793) then glDrawElements(mode, count, elementType, offset), offset scaled by element-type byte size (method3785). Used by OpenGlTerrainTile.method4003/renderShadowMask for its final indexed draw."
method3646,releaseQueuedGpuResources,i: Int,mask: Int,high,"Overrides Renderer.method3646 (matches NativeRenderer.method3646). Synchronized; drains 6 deferred-deletion NodeDeques (buffers/textures/framebuffers/renderbuffers/displaylists/shader objects) via matching glDelete* calls, invalidates the material texture cache, occasionally forces System.gc() when GPU memory use is high."
method3709,drawTexturedLineSegment,"i: Int, i_123_: Int, i_124_: Int, i_125_: Int, i_126_: Int, i_127_: Int","x0: Int, y0: Int, x1: Int, y1: Int, color: Int, tag: Int",high,"Overrides Renderer.method3709 (matches NativeRenderer.method3709). Normalizes direction and draws a 2-vertex GL_LINES(1) segment - core primitive reused by U/P/za/method3628/method3674/method3636/method3688."
b,setCameraViewport,"i: Int, i_130_: Int, i_131_: Int, i_132_: Int, d: Double","(5 params, roles unclear)",low,"Overrides Renderer.b (abstract, no NativeRenderer implementation either). No-op besides a call counter."
method3760,bindRenderModeMinimap,i: Int,tag: Int,medium,"'Enter render mode N' dispatcher (state id 16): binds via method3742/3807/3752/3748/3753 if not already active. Decoy call to method3759 when tag!=1."
method3761,bindGeometryStreamFormat,"i: Int, i_133_: Int","unused: Int, formatId: Int",medium,"Dispatches formatId (0-4) to method3729/setTextureCombineMode with fixed GL enum pairs (7681/8448/34023/260/34165). Nulls aNodeDeque_7751 when unused!=0."
method3695,isFeatureDSupported,none,none,high,"Overrides Renderer.method3695 (matches NativeRenderer.method3695). Stub returning true."
method3762,setTexEnvCombineOperands,"i: Int, i_134_: Int, i_135_: Byte, i_136_: Int","srcOperand: Int, dstOperand: Int, tag: Byte, texUnitOffset: Int",medium,"Sets glTexEnvi GL_SOURCE0/1-style params (34176+offset, 34192+offset). Decoy call to r() when tag!=-87 (present at essentially every call site with -87)."
method3763,activateScreenSpaceProjection,i: Int,tag: Int,medium,"Private. Builds/activates an orthographic pixel-space GL_PROJECTION (glOrtho 0..width,height..0) when not already active (anInt7865=1); self-recursive decoy when tag!=5888 (never true, sole caller passes 5888)."
method3764,popStagedInitializer,"i: Int, stagedInitializer: StagedInitializer?","unused: Int, stagedInitializer: StagedInitializer?",medium,"Pops the first staged-initializer stack (anStagedInitializerArray7737), pauses it (method50) and resumes the new top (method47). Counterpart pop to method3751/pushStagedInitializer."
method3765,queueProgramObjectForDeletion,"i: Byte, i_137_: Int","unused: Byte, glId: Int",medium,"Synchronized. Wraps glId in a LinkedListNode, enqueues on aNodeDeque_7755, drained by method3646 via glDeleteProgramARB."
method3766,uploadAndMultiplyMatrix,"i: Byte, class101_sub3: ProjectionCameraTransform?","tag: Byte, cameraTransform: ProjectionCameraTransform?",medium,"glLoadMatrixf(cameraTransform's matrix); unless tag==55, calls method3782/pushRenderTargetInitializer(null,-47) - 'set modelview to this transform, optionally entering a nested render-target scope'."
method3700,setSpecialFxParams,"f: Float, f_138_: Float, f_139_: Float","a: Float, b: Float, c: Float",medium,"Overrides Renderer.method3700 (abstract). Stores the three floats into GrayscaleEffect.aFloat9204/ActiveMapRegion.aFloat5654/DetailLevelOptionState.aFloat6120 - likely decompiler-merged screen-effect parameters unrelated to core OpenGlRenderer state."
method3701,releaseCanvasContext2,canvas: Canvas?,canvas: Canvas?,high,"Overrides Renderer.method3701 (matches NativeRenderer.method3701). Releases and untracks a secondary canvas's native GL surface if tracked."
method3767,resetTextureMatrix,i: Int,unused: Int,medium,"Private. Resets GL_TEXTURE matrix (5890 -> identity -> 5888) when aBoolean7860 dirty flag set. Nulls a cached cubemap field when unused!=-21974."
method3670,isFeatureBSupported,none,none,high,"Overrides Renderer.method3670 (matches NativeRenderer.method3670). Stub returning true."
za,drawGroundPingCircleMarker,"i: Int, i_140_: Int, i_141_: Int, i_142_: Int, i_143_: Int","x: Int, y: Int, radius: Int, color: Int, tag: Int",medium,"Overrides Renderer.za (matches NativeRenderer.za). Draws a filled diamond, GL point, or fan-triangulated circle outline (precomputed sin/cos tables) depending on on-screen radius thresholds - adaptive-detail ping/marker circle."
method3659,onFeatureFEvent,i: Int,tag: Int,high,"Overrides Renderer.method3659 (matches NativeRenderer.method3659). Delegates to method3776/waitForGlReady(22544)."
method3768,updateLightingGlState,i: Byte,tag: Byte,medium,"Private. Toggles a light-tracking-adjacent GL capability (2896) from aBoolean7784/aBoolean7805. Decoy field write when tag>=-69."
method3652,releaseResources,none,none,high,"Overrides Renderer.method3652 (matches NativeRenderer.method3652). Disposes tracked shader programs, releases framebuffer blitter and all tracked GL surfaces, clears cubemap-material-pass flag."
method3673,copyBackBufferToFrontAndReadback,none,none,medium,"Overrides Renderer.method3673 (abstract). When aBoolean7774 and canvas has valid dimensions, saves/restores clip around a full-viewport GL_BACK-to-GL_FRONT glCopyPixels blit - a 'force a visible frame present' workaround."
method3697,createCubemapTextureSource,"i: Int, i_151_: Int, i_152_: Int, i_153_: Int, i_154_: Int, i_155_: Int","tag: Int, a: Int, b: Int, c: Int, d: Int, e: Int",high,"Overrides Renderer.method3697 (matches NativeRenderer.method3697). Factory: returns new CubemapTexture2dSource(...) if cube-maps supported, else null."
method3769,queueShaderProgramForDeletion,"l: Long, bool: Boolean","glId: Long, clearCache: Boolean",medium,"Synchronized. Enqueues glId on aNodeDeque_7756 (drained via glDeleteObjectARB); nulls aNodeDeque_7751 when clearCache."
method3770,popRenderTargetInitializer,"i: Int, stagedInitializer: StagedInitializer?","tag: Int, stagedInitializer: StagedInitializer?",medium,"Pops the second staged-initializer stack (anStagedInitializerArray7743) via the blit-aware path (method3805+method3764) when aBoolean7815, else directly; sets anInt7788=30 when tag!=-422613672."
method3771,bindGlTexture,"i: Byte, glTexture: GlTexture?","tag: Byte, glTexture: GlTexture?",high,"Binds/unbinds `glTexture` into the active unit slot if changed - GL texture-binding primitive (mirrors NativeRenderer's method3850)."
method3710,resolveBloomFramebuffer,none,none,high,"Overrides Renderer.method3710 (abstract). If bloom is enabled and ready, blits it via GlFramebufferBlitter and invalidates the material texture cache."
method3674,drawTiledLinePath,"i: Int, i_157_: Int, i_158_: Int, i_159_: Int, i_160_: Int, i_161_: Int, i_162_: Int, i_163_: Int, i_164_: Int","x0: Int, y0: Int, x1: Int, y1: Int, color: Int, tag: Int, tileLength: Int, gapLength: Int, offset: Int",medium,"Overrides Renderer.method3674 (matches NativeRenderer.method3674). Walks the normalized direction drawing repeated tileLength-on/gapLength-off GL_LINES segments from `offset` - dashed line renderer."
method3643,registerCanvas,"canvas: Canvas?, i: Int, i_177_: Int","canvas: Canvas?, tag: Int, tag2: Int",high,"Overrides Renderer.method3643 (matches NativeRenderer.method3643). Prepares/tracks a secondary Canvas's native GL surface if showing and not already tracked."
method3772,recomputeClipFloatBounds,i: Byte,tag: Byte,medium,"Private. Recomputes float clip-bound fields (aFloat7835/7872/7836/7830) from the int clip rect and viewport origin, consumed by da/H/HA. Decoy call to X() when tag<123."
method3702,createVertexProgram,i: Int,size: Int,high,"Overrides Renderer.method3702 (matches NativeRenderer.method3702). Creates a NativeShaderProgram(size), registers for later disposal."
method3648,createTerrainTile,"i: Int, i_178_: Int, `is`: Array<IntArray?>, is_179_: Array<IntArray?>?, i_180_: Int, i_181_: Int, i_182_: Int","x: Int, z: Int, heights: Array<IntArray?>, overlayHeights: Array<IntArray?>?, flags: Int, tilesX: Int, tilesZ: Int",high,"Overrides Renderer.method3648 (matches NativeRenderer.method3648). Factory: returns new OpenGlTerrainTile(this, tilesX, tilesZ, x, z, heights, overlayHeights, flags)."
method3682,isFeatureGSupported,none,none,high,"Overrides Renderer.method3682 (matches NativeRenderer.method3682). Stub returning true."
method3773,pushRenderTargetInitializer,"i: Int, stagedInitializer: StagedInitializer?","tag: Int, stagedInitializer: StagedInitializer?",medium,"Pushes the second staged-initializer stack via the blit-aware path (method3782+method3751) when aBoolean7815, else directly."
method3774,detectGlCapabilities,i: Byte,tag: Byte,high,"Private. Queries GL_VENDOR/GL_RENDERER/GL_VERSION and probes GL_ARB_*/GL_EXT_* extensions (multitexture, texture_env_combine, vertex/fragment shader/program, texture3D/rectangle/cube_map/float, framebuffer_object/blit/multisample) to populate this renderer's capability booleans; returns a failure-reason bitmask (0=fully supported). Run once at construction."
method3703,drawTiledTexturedQuadStrip,"i: Int, i_186_: Int, i_187_: Int, i_188_: Int, i_189_: Int, i_190_: Int, var_sprite: Sprite?, i_191_: Int, i_192_: Int, i_193_: Int, i_194_: Int, i_195_: Int","(12 params, roles unclear)",low,"Overrides Renderer.method3703 (a no-op stub in NativeRenderer; real logic here). Same repeated-tile-segment structure as method3674 but textured (glTexCoord2f per vertex) - dashed textured line/arrow path."
X,setMaxTextureDimension,i: Int,maxDimension: Int,high,"Overrides Renderer.X (matches NativeRenderer.X). Computes floor(log2(maxDimension)) into anInt7731 and 2^that into anInt7733."
method3661,renderModelSnapshotToSprite,"i: Int, i_210_: Int, `is`: IntArray?, is_211_: IntArray?","tag: Int, modelId: Int, colorBuffer: IntArray?, depthBuffer: IntArray?",high,"Overrides Renderer.method3661 (matches NativeRenderer.method3661). Delegates to TextureLoadExceptionStatics.method4009 - renders a 3D model snapshot into a 2D Sprite icon."
method3632,getCanvasSize,`is`: IntArray?,out: IntArray?,high,"Overrides Renderer.method3632 (matches NativeRenderer.method3632). Fills out[0]/out[1] with anInt7688/anInt7641."
method3651,bindVertexProgramHeap,var_shaderProgram: ShaderProgram?,shaderProgram: ShaderProgram?,high,"Overrides Renderer.method3651 (matches NativeRenderer.method3651). Adopts the given ArbVertexProgram's native heap, lazily builds a shared 20-float unit-quad vertex buffer for aParticleSortRenderer_7711."
A,drawSprite,"i: Int, var_sprite: Sprite?, i_212_: Int, i_213_: Int","color: Int, sprite: Sprite?, u: Int, v: Int",high,"Overrides Renderer.A (matches NativeRenderer.A). Binds the sprite's GL texture and draws it as a screen-aligned textured GL_POLYGON(7) quad covering the current clip rect."
method3694,isFeatureCSupported,none,none,high,"Overrides Renderer.method3694 (matches NativeRenderer.method3694 naming). Stub returning false."
method3624,getMarkerAtIndex,"i: Int, i_215_: Int","index1: Int, index2: Int",low,"Overrides Renderer.method3624 (abstract, no NativeRenderer body traced either). GL implementation is a stub always returning null."
method3775,setTextureWrapMode,"bool: Boolean, i: Int, i_216_: Int, i_217_: Int","unused: Boolean, unit: Int, wrapT: Int, wrapS: Int",medium,"Sets glTexEnvi wrap-style constants (34184+unit / 34200+unit) for the given unit. Decoy call to method3644 when unused."
method3776,waitForGlReady,i: Int,unused: Int,medium,"Private. Polls anOpenGL7664.b() (native readiness check) up to 6 times with a short sleep (TexGenMaterialPass.method2161) between attempts, throwing if never ready. Nulls aNativeHeap7730 when unused!=22544."
method3688,drawThickLine,"i: Int, i_219_: Int, i_220_: Int, i_221_: Int, i_222_: Int, i_223_: Int, i_224_: Int","x0: Int, y0: Int, x1: Int, y1: Int, color: Int, width: Int, tag: Int",high,"Overrides Renderer.method3688 (matches NativeRenderer.method3688, a no-op stub there). Sets glLineWidth, delegates to method3709, resets width to 1."
ra,beginSpriteRegion,"i: Int, i_225_: Int, i_226_: Int, i_227_: Int","tag: Int, x: Int, width: Int, height: Int",high,"Overrides Renderer.ra (matches NativeRenderer.ra). Stores region fields and sets aBoolean7846=true; closed by pa/endSpriteRegion."
method3777,recomputeDepthMatrixTerms,i: Int,unused: Int,medium,"Private. Copies aFloat7854/aFloat7842 into the perspective matrix's depth-related cells (indices 10/14) and derives aFloat7874/aFloat7875 (near/far-adjacent floats). Nulls a cached model field when unused!=-24051."
T,expandClipBounds,"i: Int, i_228_: Int, i_229_: Int, i_230_: Int","left: Int, top: Int, right: Int, bottom: Int",high,"Overrides Renderer.T (matches NativeRenderer.T). Grows the clip rect fields, enables GL_SCISSOR_TEST, recomputes the scissor rect (method3772, method3811)."
method3669,bindCanvasRenderTarget,"canvas: Canvas?, i: Int, i_231_: Int","canvas: Canvas?, tag: Int, tag2: Int",high,"Overrides Renderer.method3669 (matches NativeRenderer.method3669). Notifies the native GL surface of a resize and, if it's the active render canvas, recomputes cached dimensions (method3745)."
method3711,createPalettedAnimatedModelRenderer,"`is`: IntArray?, i: Int, i_232_: Int, i_233_: Int, i_234_: Int, bool: Boolean","palette: IntArray?, tag: Int, x: Int, width: Int, height: Int, hasAlpha: Boolean",high,"Overrides Renderer.method3711 (matches NativeRenderer.method3711). Factory: returns new GlSpriteRenderer(this, width, height, palette, tag, x)."
method3778,bindRenderModeLine,i: Byte,tag: Byte,medium,"Private 'enter render mode N' dispatcher (state id 1): binds via method3763/3807/3728/3752/3748/3771/3757/3761 if not already active - used before most line/quad draw helpers (U, method3674, method3628, P, method3676, aa)."
