current_name,recommended_name,current_params,recommended_params,confidence,notes
method2474,followTargetActor,i: Byte,decoy: Byte,medium,"Only runs when `!aBoolean10407 && decoy==121`. Resolves a target Player or Npc from anInt10387 (negative = player index via LoadingBarRenderer.aPlayerArray5058 or the LocalPlayerState; positive = NPC index via NpcEntityUpdater's reference hashtable), copies the target's x/y and re-derives this entity's tile height (anInt6382) at the new position. If anInt10367>=0 (an attachment-point/bone slot index), looks up per-frame attachment offset data from the target's combat-info object (method2422) - two parallel int arrays (anIntArrayArray2939/2910) summed into a local (dx,dz) offset - then rotates that offset by the target's current facing angle (`aCompassSmoother_10217.method2019`, optionally overridden per-frame by anIntArray10296) using SpotAnimVector.anIntArray1207/1204 as sin/cos lookup tables (14-bit angle resolution, 0x3fff mask - the 'fine' trig tables referenced in TrigLookupTables.csv batch 73), and applies the rotated offset to x/y. This implements 'graphic/spotanim attached to and rotating with a moving actor' - e.g. a graphical effect that tracks a player or NPC's hand/head position as they turn, which matches the class's actual name ('TrackedGroundDecor') far better than the projectile-arc code in method2471/2475, reinforcing that this class implements *both* projectile modes (thrown-arc and actor-tracking) seen in the real client's Projectile type."
method2381,getHitbox,"var_renderer: Renderer?, i: Int","renderer: Renderer?, decoy: Int",low,"Override of SceneEntity.method2381 (abstract, returns CircleHitbox?). Always returns null (this entity type has no click hitbox) and sets aBoolean10407=true when `decoy!=7` - marking the projectile as 'launched/in-flight', which downstream gates method2471's one-time trajectory (re)initialization and enables method2475's per-tick advancement."
method2386,buildEntityModel,"i: Int, var_renderer: Renderer?","orientation: Int, renderer: Renderer?",medium,"Override of SceneEntity.method2386 (abstract, returns SceneEntityModel?). Fetches the model (method2476 with a fixed offset=2048, distinct from method2387's 0), applies the camera transform + lighting container (method2473 with mode=-2393, i.e. keep-alive), obtains a projected/screen representation via ChatMessageStream.Companion.method136(orientation, false, false) (returns an object with aClass318_Sub3Array6414, a screen-projected point array), draws either a flat or lit variant of the model onto that projection depending on ParticleSystemRenderer.aBoolean3870 (a lighting-quality display option), applies the lighting container's light data to the renderer, and caches aBoolean10399/anInt10410/anInt10368 (model-ready flag, width, height) for later reads by method2377/method2379/method2394."
method2391,isPointWithinBounds,"var_renderer: Renderer?, i: Int, i_19_: Int, i_20_: Int","renderer: Renderer?, decoy: Int, x: Int, y: Int",low,"Override of SceneEntity.method2391 (abstract, returns Boolean). `y!=0` short-circuits to `true` before incrementing anInt10380; only when `y==0` does it fall through to `false`. Shape (renderer, decoy, x, y) -> Boolean matches a hit-test/bounds-check role by convention with sibling entity classes, but the exact geometry test performed (if any beyond the y==0 special case) is not implemented here - possibly this subtype never needs real point-containment and the abstract default is effectively stubbed."
method2475,advanceProjectileTick,"i: Byte, i_21_: Int","decoy: Byte, deltaTicks: Int",high,"Marks the projectile as launched (aBoolean10407=true) and integrates position: x += deltaTicks*vx, y += deltaTicks*vy (aDouble10401/10414, set up in method2471), height integrated either via the tile-height re-query (aBoolean10398), a constant vertical velocity (anInt10381==-1, 'no arc'), or full kinematics `height += v*t + 0.5*a*t^2; v += a*t` (arc mode, aDouble10383/10409 from method2471) - confirms method2471's arc-vs-linear branch. Recomputes yaw (anInt10386) and pitch (anInt10396) via atan2 scaled by 2607.59... (the standard 0x3fff/2*PI radians-to-RS-angle-unit conversion constant used throughout this codebase). If `decoy<=33` calls method2379(-27) purely for its (discarded) side-effect-free return - dead. Finally steps a trailing animation/particle-duration table (aWidgetDefinition_10375.anIntArray267, a per-frame duration array) forward by deltaTicks, wrapping the frame index (anInt10365) and precomputing the next frame index (anInt10369) - a looping trail-effect animator, consistent with a flying/moving graphic needing an animated trail."
method2392,unsupportedRemove,bool: Boolean,decoy: Boolean,low,"Override of SceneEntity.method2392 (abstract, no return). Unconditionally throws IllegalStateException after conditionally setting anInt10411=-29 when `decoy!=true` - same always-throw stub pattern as method2380, suggesting this entity type doesn't support whatever removal/despawn hook SceneEntity.method2392 represents generically."
method2376,isFlaggedForRemoval,i: Int,gate: Int,low,"Override of SceneEntity.method2376 (abstract, returns Boolean). Always returns false; `gate<-12` is a dead guard around an otherwise-unconditional false return (both branches return false)."
method2409,syncBoundsAndRebuildModel,i: Byte,decoy: Byte,medium,"Not a SceneEntity override (no abstract fun method2409 found on SceneEntity) - likely from a narrower intermediate base or GroundDecorEntity itself. Writes the entity's packed short bounding coordinates (aShort8743/8751 = x/512, aShort8747/8750 = y/512 - standard tile-granularity position encoding used across scene entities) from the current double-precision position, then rebuilds the entity model via method2386(47, null) when `decoy>-109`."
method2476,fetchModel,"i: Int, var_renderer: Renderer?, i_36_: Byte","modelOffset: Int, renderer: Renderer?, decoy: Byte",medium,"Private helper. Looks up this entity's MapElementDefinition-like definition via ConstantColourTextureNode.aMapElementDefinitionCache_9245.method2543(75.toByte(), anInt10391) (anInt10391 = a config/type id set from constructor param `i`) then resolves the actual AbstractModel via `.method3562(frameIndex=anInt10365, renderer, durationCounter=anInt10403, modelOffset, nextFrameIndex=anInt10369, widgetCache, 121.toByte())` - a widget/spotanim-cache-backed model+animation-frame lookup. `decoy<126` clears the cached lighting container (aClass318_Sub10_10378=null), forcing a rebuild on next draw."
method2377,isModelReady,i: Byte,decoy: Byte,medium,"Override of SceneEntity.method2377 (abstract, returns Boolean). Returns aBoolean10399 (set by method2386 from the fetched model's readiness flag `class64.F()`); `decoy.toInt()!=122` clears the cached lighting container as a side effect (forces rebuild on next draw, same pattern as method2476)."
method2477,queueHintArrowOrMessage,"string: String?, string_37_: String?, i: Byte, i_38_: Int, string_39_: String?, string_40_: String?, i_41_: Int, i_42_: Int, string_43_: String?","text: String?, sender: String?, decoy: Byte, color: Int, target: String?, extra: String?, x: Int, y: Int, tooltip: String?",medium,"@JvmStatic companion, thematically unrelated to TrackedGroundDecor/Projectile. Shifts a 100-slot ring buffer SceneModelBuilder.Companion.aHintArrowOrMessageArray6400s down by one and either constructs a new HintArrowOrMessage(x, y, target, text, tooltip, extra, color, sender) or reuses/updates the evicted slot's existing HintArrowOrMessage via .method1196(...) with the same fields (plus a literal -18691 in place of `color`, likely a distinct 'update' sentinel/flag) - a classic bounded-history queue for on-screen hint arrows / system messages. Another instance of the 'decompiler merged unrelated companion content' pattern (per PLAN.md) - flag for the master notes list. `decoy<=-109` increments an unrelated counter (NativeShaderProgram.anInt9774) as a dead-ish side effect."
